t_ms,ax,ay,az,steps
151383,169,-929,-328,0
151481,168,-930,-328,0
151579,169,-931,-328,0
151679,167,-930,-328,0
151778,168,-930,-329,0
151877,167,-932,-328,0
151973,168,-930,-328,0
152074,167,-930,-328,0
152174,167,-930,-328,0
152275,168,-931,-328,0
152372,169,-931,-328,0
152469,167,-930,-328,0
152568,168,-930,-329,0
152666,168,-930,-329,0
152766,168,-930,-329,0
152864,168,-930,-328,0
152963,168,-929,-328,0
153064,166,-932,-328,0
153165,173,-928,-328,0
153264,160,-929,-328,0
153363,177,-933,-328,0
153457,165,-930,-328,0
153558,165,-932,-328,0
153654,172,-931,-328,0
153750,168,-931,-328,0
153849,167,-931,-328,0
153944,167,-929,-328,0
154042,170,-930,-328,0
154138,168,-931,-328,0
154238,169,-930,-328,0
154339,167,-930,-328,0
154436,170,-931,-328,0
154536,168,-932,-328,0
154634,169,-930,-328,0
154734,167,-929,-328,0
154832,169,-930,-328,0
154929,168,-930,-328,0
155027,167,-930,-328,0
155126,168,-930,-328,0
155225,167,-931,-328,0
155324,168,-930,-327,0
155423,168,-931,-328,0
155523,168,-932,-328,0
155620,167,-929,-329,0
155716,170,-931,-328,0
155814,167,-929,-328,0
155909,168,-931,-328,0
156006,168,-929,-328,0
156102,166,-932,-328,0
156201,168,-930,-329,0
156297,169,-928,-328,0
156394,167,-928,-328,0
156492,168,-932,-328,0
156590,170,-929,-329,0
156689,167,-930,-328,0
156788,170,-931,-328,0
156883,170,-929,-329,0
156983,167,-930,-328,0
157082,170,-933,-326,0
157179,169,-931,-328,0
157275,168,-932,-328,0
157370,169,-930,-328,0
157469,167,-930,-328,0
157569,168,-931,-328,0
157666,168,-931,-328,0
157767,168,-932,-328,0
157862,166,-931,-328,0
157964,167,-930,-328,0
158062,168,-930,-328,0
158160,167,-932,-328,0
158258,170,-929,-328,0
158357,167,-931,-328,0
158456,167,-931,-328,0
158555,170,-929,-328,0
158653,169,-931,-328,0
158750,167,-931,-329,0
158847,169,-930,-328,0
158946,169,-932,-328,0
159042,167,-932,-328,0
159143,168,-929,-328,0
159241,168,-929,-328,0
159338,168,-932,-328,0
159438,168,-931,-326,0
159536,167,-930,-329,0
159636,171,-932,-328,0
159736,168,-931,-328,0
159833,168,-932,-328,0
159930,169,-931,-328,0
160029,169,-931,-328,0
160128,169,-931,-328,0
160227,168,-932,-328,0
160326,168,-930,-329,0
160426,168,-931,-326,0
160522,168,-930,-329,0
160623,166,-929,-328,0
160723,168,-931,-328,0
160824,168,-930,-328,0
160922,167,-931,-329,0
161020,168,-932,-328,0
161115,168,-932,-328,0
161214,168,-931,-328,0
161311,167,-931,-327,0
161410,167,-930,-328,0
161510,167,-931,-328,0
161608,168,-930,-328,0
161706,168,-929,-329,0
161804,167,-932,-325,0
161904,167,-931,-328,0
162000,169,-930,-329,0
162100,168,-928,-328,0
162199,160,-934,-328,0
162297,177,-929,-329,0
162396,156,-924,-328,0
162494,173,-938,-324,0
162593,167,-932,-326,0
162690,165,-927,-328,0
162789,170,-931,-327,0
162888,168,-929,-328,0
162988,167,-931,-329,0
163084,167,-929,-328,0
